-92783.53840023428,21769.631209720566,-16850.635985213332,83956.67302690668,0 
-95414.19766555922,23895.304523275146,-18305.183542447718,89540.04769593824,0 
-105334.17590081281,26371.6756172709,-20781.554636443485,95574.81747997514,0 
-3283.845538999114,6005.7058471715245,-1139.0526326885138,17538.36547493341,0 
-3866.5061852509716,6153.389808588177,-1286.7365941051721,17883.705202582183,0 
-3453.377600378739,6398.236641338861,-1308.5846940681404,18326.20780156499,0 
-4319.745916829088,6815.733424450511,-1726.081477179794,18955.25519941226,0 
-4108.229679363909,7244.167495090111,-1931.516815031675,19599.370145802113,0 
-4989.995235106546,7672.931256479416,-2360.2805764209807,20243.814782941678,0 
-4779.143159715239,8102.029489192879,-2566.380076346726,20888.5938914054,0 
-5687.928396206638,8531.772418232578,-2996.1230053864274,21542.697867228144,0 
-5529.36747860118,8962.148132168839,-3203.499986534971,22205.75901576902,0 
-6513.0126651426035,9441.777847793861,-3683.1297021599894,22918.074165998652,0 
-6562.758060765329,10080.459874958302,-4098.812996536719,23789.4416277677,0 
-7912.393934973639,10926.080278250214,-4944.433399828631,24867.74746566423,0 
-8179.357031067284,11781.980005885569,-5577.334394676269,25956.3326279042,0 
-104744.54338549415,92410.15216882093,-77064.28965586214,130353.94363996833,0 
-108245.75455608792,94065.8444337036,-78719.98192074482,132864.42283074884,0 
-109984.95272657281,95723.72375261094,-79519.66477422521,135377.08907555396,0 
-123852.14228620939,104049.67162637986,-86125.37536204219,147976.971578812,0 
-125401.31240121562,105720.61320875779,-86837.05751317008,150502.70008708772,0 
-128918.22085540813,107392.00275723918,-88508.44706165144,153028.87656146695,0 
-130153.50362928212,109067.16162156369,-88906.24187164707,155558.82235168925,0 
-133675.43633320293,110743.57541977333,-90582.65566985674,158090.02307579675,0 
-134582.2978641042,112444.79649131889,-90592.63593481849,160680.67063303833,0 
-138653.11984492198,114286.67874738184,-92434.51819088141,163604.22129753896,0 
-140470.7213437371,116246.58455602995,-92682.62454425881,166829.4293926945,0 
-145413.55455823155,118293.9892670844,-94730.02925531325,170292.1314409703,0 
-147784.87047943636,120358.12340484206,-95082.36393780023,173824.64062423445,0 
-287499.48918536183,196019.88737862575,-135168.7296307962,307313.4609108931,0 
-293973.1111673435,198626.87613342452,-137775.7183855949,311852.9594693963,0 
-296882.57849519356,201249.2335345777,-137883.0844619412,316407.8266742538,1 
-6764.283846582348,9857.305185692112,-4174.515568374893,24577.246429551014,0 
-8151.226430685703,10719.606719774289,-5036.817102457069,25692.85897734259,0 
-8435.501265075138,11593.106135817958,-5694.640794528888,26819.66940709565,0 
-9833.963447068818,12466.927267790466,-6568.46192650139,27946.80155277755,0 
-10118.895467934297,13341.083870310176,-7226.942805049242,29074.26916900665,0 
-11518.03084251198,14215.578194866684,-8101.437129605751,30202.074507272544,0 
-11803.62958647918,15090.401520488114,-8760.584731255338,31330.20884660337,0 
-13203.426177216872,15965.557061204621,-9635.740271971845,32458.67540102928,0 
-13522.725670116393,16874.081135758384,-10328.58862255375,33620.51048929243,0 
-15084.631245428609,17911.34566104943,-11365.853147844788,34911.086028292855,0 
-15684.537478669568,19100.47647594462,-12339.308238768128,36353.52785689744,0 
-17515.18632603756,20377.561125012944,-13616.392887836446,37894.01299000486,0 
-18246.180848144366,21668.85708049548,-14692.013119347135,39448.709429526505,0 
-20091.374098910223,22960.486132961658,-15983.64217181332,41003.738966031786,0 
-20823.028735073178,24252.44220250036,-17059.92251738016,42559.095519609575,0 
-22668.873152012664,25544.72242114017,-18352.202736019968,44114.776222288485,0 
-23401.177660665682,26837.328363168926,-19429.13295407687,45670.78264835634,0 
-25247.66872141742,28130.255225620993,-20722.05981652894,47227.10999484752,0 
-25980.602433958134,29423.49037153745,-21799.619238473544,48783.74562480307,0 
-27827.70177231254,30717.025511592175,-23093.154378528256,50340.68124889688,0 
-28561.23673045871,32010.861903114088,-24171.31504607832,51897.91812445791,0 
-30408.942870379396,33305.003844735096,-25465.456987699334,53455.46055011801,0 
-31153.07564216701,34609.43804989844,-26554.215468890827,55023.29523932046,0 
-33011.37013334759,35914.16834277936,-27858.94576177174,56591.42601624047,0 
-38217.12062335298,41133.39330293688,-32646.81927398555,62864.25291255439,0 
-38962.17956038112,42438.753673340754,-33736.50392041757,64433.01376699736,0 
-40821.430530734935,43744.440445394896,-35042.19069247172,66002.10102309061,0 
-106448.93598490302,92522.4401786383,-78521.67323495516,132578.42873769702,0 
-108239.68632343833,94205.03174759014,-79343.66635402672,135183.87107052206,0 
-122600.14412294023,102665.7593589605,-86079.18253417149,148258.85250125837,0 
-124298.38934090134,104364.32097065209,-86913.12710848844,150880.26487682317,0 
-127914.36735813011,106066.71624419438,-88615.5223820307,153505.51091423864,0 
-129518.10375959438,107773.09700302812,-89354.95813985079,156134.74243694555,0 
-133139.5326071811,109480.94310692832,-91062.80424375103,158765.43930471898,0 
-134420.6287826887,111194.21014699861,-91479.59977561439,161401.55710866244,0 
-138050.13964489655,112910.13826551998,-93195.52789413574,164040.33599105699,0 
-138992.61232083038,114651.04580964151,-93211.83237009295,166741.20811312128,0 
-143182.03529872323,116526.9742937877,-95087.76085423911,169783.35977469693,0 
-145049.83753238092,118515.44111326651,-95329.2288416306,173135.21913972124,0 
-150126.4473244367,120587.16686035025,-97400.95458871429,176731.69776555838,0 
-152557.31522495567,122674.70013789635,-97740.84560231538,180400.85289502054,0 
-302373.3312067799,201623.63696466884,-140189.5859414845,323653.8711366637,1 
-305350.6353120228,204282.70973323387,-140260.98592700573,328391.8529980711,1 
-18840.654379974752,23039.68150815778,-15286.486651177529,39664.9860917127,0 
-20742.65191308369,24388.11484296704,-16634.91998598678,41260.81439884243,0 
-21509.32270844659,25737.520019190626,-17746.216490753566,42857.614547386474,0 
-23413.266745596426,27087.8998580408,-19096.596329603737,44455.38935855711,0 
-24181.895427549505,28439.262920854555,-20209.850720960698,46054.14739369134,0 
-26087.79929572074,29791.60259072611,-21562.190390832257,47653.88203588336,0 
-26858.35894530436,31144.89662117043,-22677.375749819763,49254.571038648144,0 
-28766.15817010271,32499.131647669106,-24031.61077631845,50856.20103746728,0 
-29538.60099514783,33854.30885357491,-25148.679310767442,52458.77321569355,0 
-31448.285211550898,35210.428871678305,-26504.79932887084,54062.2882061174,0 
-32232.884554770684,36577.76259575877,-27634.024381494506,55677.01690251834,0 
-34154.696833391674,37946.01067608009,-29002.272461815824,57292.659955160125,0 
-34940.53269421447,39314.58091776357,-30132.734032042506,58908.62516916407,0 
-36862.988548006484,40683.472573255895,-31501.62568753484,60524.91179697687,0 
-37649.45877328398,42052.677179394086,-32632.72162221623,62141.51137543554,0 
-106416.70716456542,95799.26189323195,-80403.0271583041,132488.99111978168,0 
-110111.25044900583,97580.22243398582,-82183.98769905795,135137.67421747243,0 
-121229.23329621989,104743.5536443757,-87537.29061997145,145771.89565560978,0 
-123041.04241859396,106548.57231015089,-88433.66357351176,148444.6368783218,0 
-126760.92091740215,108354.86806527255,-90239.95932863341,151118.65519038035,0 
-128521.75818448722,110162.65791206739,-91136.49595207427,153794.16759411205,0 
-132248.64484307513,111975.96182696884,-92949.79986697575,156475.19406595035,0 
-133914.57768004065,113794.9951675446,-93751.43206029708,159161.949963463,0 
-137650.14086517,115616.97560898741,-95573.41250173988,161851.65296184266,0 
-138985.54434050075,117446.4279792362,-96044.51533342649,164548.8278890283,0 
-142732.97245352657,119280.27334857549,-97878.36070276577,167250.39581530442,0 
-157685.34288196158,129722.74624583081,-102868.87325932134,183894.2784309992,0 
-163061.91867315627,131959.06305006525,-105105.19006355575,187617.16869635705,0 
-311443.81139364804,214258.32942369077,-149260.06612835257,328789.97544079664,1 
-314493.23007128143,217112.19839341418,-149403.58068626438,333594.5526298414,1 
-321376.78776234516,219982.72356815703,-152274.10586100727,338415.7860239055,1 
-3254.074467386101,5224.1698709871725,-1059.5950655117176,15574.517576387068,0 
-3780.1892970051795,5358.400808288818,-1193.8260028133554,15887.777422677089,0 
-3423.606528765724,5589.794616924479,-1229.1271268913424,16298.200140301135,0 
-4233.429028583294,5989.1357144674585,-1628.468224434324,16895.16765678965,0 
-4078.458607750894,6398.824062250578,-1842.0638876597623,17507.20272182075,0 
-4903.678346860757,6808.842100783408,-2252.08192619259,18119.56747760156,0 
-4749.372088102224,7219.194610640392,-2466.3417514918983,18732.266704706526,0 
-5575.260988754173,7629.881810715302,-2877.0289515668082,19345.300622029416,0 
-5421.624905545064,8040.904496121715,-3091.9589524155454,19958.670024683805,0 
-6297.103293217278,8501.18118321689,-3552.2356395107163,20621.293429026962,0 
-6351.773523236352,9120.510181851483,-3975.4719535876284,21442.969144909533,0 
-7593.242598575449,9946.777556613548,-4801.739328349695,22471.583236919578,0 
-7865.130529065436,10783.32425571906,-5442.193342897524,23510.476653273072,0 
-99686.12702438828,89525.71839836825,-75908.03419680143,123733.69846150134,0 
-103050.58456351205,91114.9556915281,-77497.27148996129,126145.61005652558,0 
-104766.12073579243,92706.38003871264,-78267.99081743187,128559.7087055745,0 
-118331.66840749605,100700.05305386768,-84618.24406162422,140666.7532300514,0 
-119960.41848877067,102304.5396645228,-85302.17729808902,143093.91414257092,0 
-123340.57331149315,103909.47424128142,-86907.11187484764,145521.5230211939,0 
-124655.43605163548,105518.1781338831,-87277.15777018014,147952.90121565998,0 
-128040.61512408624,107128.13696036997,-88887.11659666702,150385.53434401122,0 
-129027.0566212559,108760.42880592146,-88866.87369269438,152875.14005122532,0 
-132961.12497060365,110519.36515924515,-90625.8100460181,155685.7219967842,0 
-134858.30643568712,112382.7895751078,-90816.1410636697,158786.38269800937,0 
-139634.44577030334,114322.69984909933,-92756.05133766125,162104.8777997028,0 
-142015.52812014453,116276.0173824369,-93036.27547278775,165476.7231384596,0 
-279095.89796543523,187617.43181072912,-129427.64221544514,293050.0821968338,1 
-285362.95277831494,190080.4514783793,-131890.6618830954,297395.76442810113,1 
-288339.360200003,192558.83979238404,-131893.43756070815,301756.81530572294,1 
-6550.817138023616,9857.305185692114,-4174.515568374893,22179.764148750164,0 
-7828.320372682829,10719.606719774287,-5036.817102457066,23244.412400080317,0 
-8117.577980696802,11593.106135817965,-5694.640794528888,24320.258533371973,0 
-9406.60081324634,12466.927267790463,-6568.46192650139,25396.426382592454,0 
-9696.515607736355,13341.083870310173,-7226.942805049246,26472.92970236014,0 
-10986.2116328699,14215.578194866683,-8101.437129605751,27549.77074416463,0 
